Location,Kharif,Rabi,Acres,Type,Method1,Method2,Method3,Credits
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Bihar,Millet,Wheat,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Chhattisgarh,Rice,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"89,760.00"
Chhattisgarh,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"10,88,094.50"
Chhattisgarh,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Chhattisgarh,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Chhattisgarh,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Chhattisgarh,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Chhattisgarh,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Chhattisgarh,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Gujrat,Cotton,Wheat,"20,592.08",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Maize ,Wheat,"20,592.08",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Rice ,Wheat,"20,592.08",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Cotton,Wheat,"50,153.18",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Maize ,Wheat,"50,153.18",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Rice ,Wheat,"50,153.18",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Cotton,Wheat,"79,714.28",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Maize ,Wheat,"79,714.28",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Rice ,Wheat,"79,714.28",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Cotton,Wheat,"1,09,275.37",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Maize ,Wheat,"1,09,275.37",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Rice ,Wheat,"1,09,275.37",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"40,565.67"
Gujrat,Cotton,Wheat,"83,301.88",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"38,794.80"
Gujrat,Sugarcane,Wheat,"83,301.88",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"38,794.80"
Gujrat,Rice,Wheat,"83,301.88",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"38,794.80"
Gujrat,Maize,Wheat,"83,301.88",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"38,794.80"
Gujrat,Legumes,Wheat,"83,301.88",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"38,794.80"
Gujrat,Cotton,Wheat,"1,01,038.50",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"89,984.00"
Gujrat,Sugarcane,Wheat,"1,01,038.50",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"89,984.00"
Gujrat,Rice,Wheat,"1,01,038.50",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"89,984.00"
Gujrat,Maize,Wheat,"1,01,038.50",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"89,984.00"
Gujrat,Legumes,Wheat,"1,01,038.50",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"89,984.00"
Gujrat,Cotton,Wheat,"1,18,775.20",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,41,118.80"
Gujrat,Sugarcane,Wheat,"1,18,775.20",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,41,118.80"
Gujrat,Rice,Wheat,"1,18,775.20",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,41,118.80"
Gujrat,Maize,Wheat,"1,18,775.20",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,41,118.80"
Gujrat,Legumes,Wheat,"1,18,775.20",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,41,118.80"
Gujrat,Cotton,Wheat,"1,36,511.90",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,97,704.80"
Gujrat,Sugarcane,Wheat,"1,36,511.90",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,97,704.80"
Gujrat,Rice,Wheat,"1,36,511.90",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,97,704.80"
Gujrat,Maize,Wheat,"1,36,511.90",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,97,704.80"
Gujrat,Legumes,Wheat,"1,36,511.90",Vertisols,Fertilizer Management,Reduced Tillage,Intercropping,"1,97,704.80"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"2,55,748.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"2,55,748.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"2,55,748.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"2,55,748.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"2,55,748.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Cotton,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Sugarcane,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Rice,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Maize,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Gujrat,Legumes,Wheat,"1,54,248.50",Vertisols,Fertilizer Management,Reduced Tillage,Residue Management,"3,06,097.60"
Karnataka,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"2,38,356.50"
Karnataka,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"10,88,094.50"
Karnataka,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Karnataka,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Karnataka,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Karnataka,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Karnataka,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Karnataka,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"10,941.08"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"10,941.08"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Maize,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Madhya Pradesh,Pulses,Wheat,"8,23,683.33",Vertisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Orrisa,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"2,38,356.50"
Orrisa,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"19,68,814.00"
Orrisa,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Orrisa,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Orrisa,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Orrisa,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Orrisa,Rice ,Green Manure Crop,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Orrisa,Rice ,Wheat,"49,42,100.00",Lixisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"10,941.08"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"10,941.08"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"10,941.08"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
