Location,Kharif,Rabi,Acres,Type,Method1,Method2,Method3,Credits
3,3,2,154248.5,4,0,4,5,306097.6
3,1,2,154248.5,4,0,4,5,306097.6
3,9,2,154248.5,4,0,4,5,306097.6
3,7,2,154248.5,4,0,4,5,306097.6
3,4,2,154248.5,4,0,4,5,306097.6
3,3,2,154248.5,4,0,4,5,306097.6
3,1,2,154248.5,4,0,4,5,306097.6
3,9,2,154248.5,4,0,4,5,306097.6
3,7,2,154248.5,4,0,4,5,306097.6
3,4,2,154248.5,4,0,4,5,306097.6
3,3,2,154248.5,4,0,4,5,306097.6
3,1,2,154248.5,4,0,4,5,306097.6
3,9,2,154248.5,4,0,4,5,306097.6
3,7,2,154248.5,4,0,4,5,306097.6
3,4,2,154248.5,4,0,4,5,306097.6
3,3,2,154248.5,4,0,4,5,306097.6
3,1,2,154248.5,4,0,4,5,306097.6
3,9,2,154248.5,4,0,4,5,306097.6
3,7,2,154248.5,4,0,4,5,306097.6
3,4,2,154248.5,4,0,4,5,306097.6
3,3,2,154248.5,4,0,4,5,306097.6
3,1,2,154248.5,4,0,4,5,306097.6
3,9,2,154248.5,4,0,4,5,306097.6
3,7,2,154248.5,4,0,4,5,306097.6
3,4,2,154248.5,4,0,4,5,306097.6
3,3,2,154248.5,4,0,4,5,306097.6
3,1,2,19764.4,4,0,6,6,15091.0
3,10,2,19764.4,4,0,6,6,15091.0
3,7,2,19764.4,4,0,6,6,188639.6
3,4,2,19764.4,4,0,6,6,188639.6
3,8,2,19764.4,4,0,6,6,188639.6
3,1,2,19764.4,4,0,6,6,377279.4
3,10,2,19764.4,4,0,6,6,377279.4
3,7,2,19764.4,4,0,6,6,754558.8
3,4,2,19764.4,4,0,6,6,754558.8
3,8,2,19764.4,4,0,6,6,754558.8
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
3,1,2,19764.4,4,0,6,6,1131838.0
3,10,2,19764.4,4,0,6,6,1131838.0
3,7,2,19764.4,4,0,6,6,1131838.0
3,4,2,19764.4,4,0,6,6,1131838.0
3,8,2,19764.4,4,0,6,6,1131838.0
4,7,2,4942100.0,3,3,2,2,238356.5
4,7,1,4942100.0,3,3,2,2,1088094.5
4,7,2,4942100.0,3,3,2,2,3281744.0
4,7,1,4942100.0,3,3,2,2,3281744.0
4,7,2,4942100.0,3,3,2,2,3281744.0
4,7,1,4942100.0,3,3,2,2,3281744.0
4,7,2,4942100.0,3,3,2,2,3281744.0
4,7,1,4942100.0,3,3,2,2,3281744.0
5,4,2,823683.33,4,0,5,1,10941.08
5,6,2,823683.33,4,0,5,1,10941.08
5,4,2,823683.33,4,0,5,1,21882.17
5,6,2,823683.33,4,0,5,1,21882.17
5,4,2,823683.33,4,0,5,1,81722.08
5,6,2,823683.33,4,0,5,1,81722.08
5,4,2,823683.33,4,0,5,1,149599.8
5,6,2,823683.33,4,0,5,1,149599.8
5,4,2,823683.33,4,2,1,4,379577.5
5,6,2,823683.33,4,2,1,4,379577.5
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,2,1,4,518021.3
5,6,2,823683.33,4,2,1,4,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
5,4,2,823683.33,4,1,3,1,518021.3
5,6,2,823683.33,4,1,3,1,518021.3
6,7,2,19764.4,4,0,6,6,15091.0
6,4,2,19764.4,4,0,6,6,15091.0
6,8,2,19764.4,4,0,6,6,15091.0
6,1,2,19764.4,4,0,6,6,188639.6
6,10,2,19764.4,4,0,6,6,188639.6
6,7,2,19764.4,4,0,6,6,377279.4
6,4,2,19764.4,4,0,6,6,377279.4
6,8,2,19764.4,4,0,6,6,377279.4
6,1,2,19764.4,4,0,6,6,754558.8
6,10,2,19764.4,4,0,6,6,754558.8
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
6,7,2,19764.4,4,0,6,6,1131838.0
6,4,2,19764.4,4,0,6,6,1131838.0
6,8,2,19764.4,4,0,6,6,1131838.0
6,1,2,19764.4,4,0,6,6,1131838.0
6,10,2,19764.4,4,0,6,6,1131838.0
7,7,1,4942100.0,2,3,2,2,238356.5
7,7,2,4942100.0,2,3,2,2,1968814.0
7,7,1,4942100.0,2,3,2,2,3281744.0
7,7,2,4942100.0,2,3,2,2,3281744.0
7,7,1,4942100.0,2,3,2,2,3281744.0
7,7,2,4942100.0,2,3,2,2,3281744.0
7,7,1,4942100.0,2,3,2,2,3281744.0
7,7,2,4942100.0,2,3,2,2,3281744.0
8,0,3,823683.33,0,0,5,1,10941.08
8,2,3,823683.33,0,0,5,1,10941.08
8,6,3,823683.33,0,0,5,1,10941.08
8,0,3,823683.33,0,0,5,1,21882.17
8,2,3,823683.33,0,0,5,1,21882.17
8,6,3,823683.33,0,0,5,1,21882.17
8,0,3,823683.33,0,0,5,1,81722.08
8,2,3,823683.33,0,0,5,1,81722.08
8,6,3,823683.33,0,0,5,1,81722.08
8,0,3,823683.33,0,0,5,1,149599.8
8,2,3,823683.33,0,2,1,4,149599.8
8,6,3,823683.33,0,2,1,4,149599.8
8,0,3,823683.33,0,2,1,4,379577.5
8,2,3,823683.33,0,2,1,4,379577.5
8,6,3,823683.33,0,2,1,4,379577.5
8,0,3,823683.33,0,2,1,4,518021.3
8,2,3,823683.33,0,2,1,4,518021.3
8,6,3,823683.33,0,2,1,4,518021.3
8,0,3,823683.33,0,2,1,4,518021.3
8,2,3,823683.33,0,2,1,4,518021.3
8,6,3,823683.33,0,2,1,4,518021.3
8,0,0,823683.33,0,2,1,4,518021.3
8,2,0,823683.33,0,2,1,4,518021.3
8,6,0,823683.33,0,2,1,4,518021.3
8,0,0,823683.33,0,2,1,4,518021.3
8,2,0,823683.33,0,2,1,4,518021.3
8,6,0,823683.33,0,2,1,4,518021.3
8,0,0,823683.33,0,2,1,4,518021.3
8,2,0,823683.33,0,2,1,4,518021.3
8,6,0,823683.33,0,2,1,4,518021.3
8,0,0,823683.33,0,2,1,4,518021.3
8,2,0,823683.33,0,2,1,4,518021.3
8,6,0,823683.33,0,2,1,4,518021.3
8,0,0,823683.33,0,2,1,4,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
8,0,0,823683.33,0,1,3,1,518021.3
8,2,0,823683.33,0,1,3,1,518021.3
8,6,0,823683.33,0,1,3,1,518021.3
9,7,2,4942100.0,3,3,2,2,649481.0
9,7,1,4942100.0,3,3,2,2,1968814.0
9,7,2,4942100.0,3,3,2,2,3281744.0
9,7,1,4942100.0,3,3,2,2,3281744.0
9,7,2,4942100.0,3,3,2,2,3281744.0
9,7,1,4942100.0,3,3,2,2,3281744.0
9,7,2,4942100.0,3,3,2,2,3281744.0
9,7,1,4942100.0,3,3,2,2,3281744.0
10,7,2,823683.33,1,1,0,0,10941.08
10,9,2,823683.33,1,1,0,0,10941.08
10,4,2,823683.33,1,1,0,0,10941.08
10,7,2,823683.33,1,1,0,0,10941.08
10,6,2,823683.33,1,1,0,0,10941.08
10,7,2,823683.33,1,0,5,1,21882.17
10,9,2,823683.33,1,0,5,1,21882.17
10,4,2,823683.33,1,0,5,1,21882.17
10,7,2,823683.33,1,0,5,1,21882.17
10,6,2,823683.33,1,0,5,1,21882.17
10,7,2,823683.33,1,0,5,1,81722.08
10,9,2,823683.33,1,0,5,1,81722.08
10,4,2,823683.33,1,0,5,1,81722.08
10,7,2,823683.33,1,0,5,1,81722.08
10,6,2,823683.33,1,0,5,1,81722.08
10,7,2,823683.33,1,0,5,1,149599.8
10,9,2,823683.33,1,0,5,1,149599.8
10,4,2,823683.33,1,0,5,1,149599.8
10,7,2,823683.33,1,0,5,1,149599.8
10,6,2,823683.33,1,0,5,1,149599.8
10,7,2,823683.33,1,2,1,4,379577.5
10,9,2,823683.33,1,2,1,4,379577.5
10,4,2,823683.33,1,2,1,4,379577.5
10,7,2,823683.33,1,2,1,4,379577.5
10,6,2,823683.33,1,2,1,4,379577.5
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,9,2,823683.33,1,2,1,4,518021.3
10,4,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,2,1,4,518021.3
10,6,2,823683.33,1,2,1,4,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,9,2,823683.33,1,1,3,1,518021.3
10,4,2,823683.33,1,1,3,1,518021.3
10,7,2,823683.33,1,1,3,1,518021.3
10,6,2,823683.33,1,1,3,1,518021.3
